house_id,price,bedrooms,bathrooms,sqft_living,sqft_lot,floors,condition,sqft_basement,yr_built,yr_renovated,street,city
322,830000,5,3,3040,9601,1,5,1070,1968,0,5200-5298 90th Ave SE,Mercer Island
323,712000,3,1,1250,4620,1,4,100,1900,1971,3612 Interlake Ave N,Seattle
324,262000,4,3,2020,6236,2,3,0,2002,0,434 Pullman Ave,Algona
325,753888,4,3,2660,5500,2,3,0,2003,0,1669 28th Ave NE,Issaquah
326,134000,2,2,980,5000,2,3,0,1922,2003,235 Thelma St,Skykomish
327,402000,3,3,1960,8000,1,4,670,1977,0,12207 NE 139th Pl,Kirkland
328,205000,2,1,720,5040,1,3,0,1955,2005,8448 Delridge Way SW,Seattle
329,553650,2,3,1360,1349,2,3,310,1997,0,624 Lake Washington Blvd E,Seattle
330,559950,2,2,1870,4950,1,3,0,2006,0,23733 NE Salal Pl,Redmond
331,260000,4,2,2130,8800,1,3,1030,1962,2003,24345 35th Pl S,Kent
332,270000,4,3,1810,6509,2,3,0,1994,0,14816 SE 278th St,Kent
333,295000,2,2,2200,89298,1,3,1100,1973,2013,27469-27501 SE 154th Pl,Issaquah
334,719000,3,3,1690,4500,1,4,0,1928,0,4022 SW Walker St,Seattle
335,266000,3,3,1940,8547,1,3,480,1989,0,28123 123rd Pl SE,Kent
336,325900,4,3,2320,6270,2,3,0,2004,2003,15020 SE 281st St,Kent
337,647500,4,2,2060,26036,1,4,900,1947,1988,17622 12th Ave SW,Normandy Park
338,1039000,4,1,3410,5000,2,5,1220,1910,0,2509 33rd Ave S,Seattle
339,569000,4,2,2250,41688,2,3,0,1980,0,7304 217th Pl NE,Redmond
340,246000,3,2,1390,7399,1,4,0,1975,0,11921 SE 205th St,Kent
341,515000,2,1,1060,4960,1,3,0,1926,2003,8230 Corliss Ave N,Seattle
342,207000,3,1,1490,8995,1,4,0,1954,1979,12612 23rd Ave S,Seattle
343,780000,4,2,2480,9195,1,3,1090,1950,2005,3002 109th Ave SE,Bellevue
344,489990,5,2,2440,20828,1,4,0,1975,0,13711 SE 251 Pl,Kent
345,335000,3,2,2240,87625,1,2,760,1980,0,18748 SE 330th St,Auburn
346,295000,3,3,1920,7229,2,3,0,1993,0,1914 S 375th St,Federal Way
347,385000,3,2,1890,9920,1,3,660,1944,0,14317 22nd Ave NE,Seattle
348,350000,4,2,2250,13515,1,4,100,1940,2001,468 Scenic Way,Kent
349,235000,2,1,1270,3008,1,4,620,1923,0,4305 S Webster St,Seattle
350,358000,2,2,960,1808,2,3,0,1993,0,1816 26th Ave,Seattle
351,716500,4,3,3290,6465,2,3,0,2002,0,1031 272nd Pl SE,Sammamish
352,228000,4,2,2000,6120,1,3,900,1965,1993,5933 S Eastwood Dr,Seattle
353,405000,2,1,1020,8155,1,4,0,1948,0,13221 3rd Ave NW,Seattle
354,538000,4,2,1840,9600,1,3,620,1967,2011,5524 161st Pl NE,Redmond
355,530000,3,2,1980,6760,1,4,0,1973,0,3220 170th Ave NE,Bellevue
356,1750000,6,3,3510,5760,2,4,0,1906,1990,806 15th Ave E,Seattle
357,636000,2,2,1230,3600,1,5,0,1925,0,2561 3rd Ave W,Seattle
358,535000,4,3,2280,65836,2,3,0,2004,2003,13812 196th Ave NE,Woodinville
359,1500000,3,2,2430,12757,1,4,1090,1952,0,9842 Vineyard Crest,Bellevue
360,868500,3,3,2920,3942,3,3,0,2008,0,1012 N 42nd Pl,Renton
361,530000,4,3,2280,2850,1,4,740,1930,0,8013 20th Ave NE,Seattle
362,450000,3,2,1510,43560,1,3,0,1954,2005,13611 Bear Creek Rd NE,Woodinville
363,230000,3,2,950,6000,1,3,160,1939,1969,1237 S Sullivan St,Seattle
364,229000,3,3,1190,3000,2,3,0,2002,0,12227 47th Ave S,Tukwila
365,437000,3,2,1310,9282,1,4,0,1976,1992,17128 NE 92nd St,Redmond
366,1307000,5,3,2800,3200,1,5,890,1932,2002,365 Halladay St,Seattle
367,595000,3,3,1750,3354,2,4,0,1991,0,10621 NE 107th Pl,Kirkland
368,660000,3,2,1320,5750,1,5,0,1918,0,2121 46th Ave SW,Seattle
369,347500,4,3,2460,7350,2,3,0,1989,0,32817 10th Pl SW,Federal Way
370,297950,3,2,1240,10800,1,3,0,1967,2010,17109 139th Pl SE,Renton
371,245000,3,2,1260,7964,1,4,0,1955,2009,168 S 192nd Pl,Des Moines
372,543200,6,2,2820,15600,1,5,850,1940,0,15451 22nd Ave SW,Burien
373,1250000,4,3,3820,24166,2,4,510,1990,0,8565 E Mercer Way,Mercer Island
374,413450,3,3,1540,1614,3,3,70,2008,0,9202A Interlake Ave N,Seattle
375,330000,2,2,1550,435600,1,2,0,1972,0,36521 SE 94th St,Snoqualmie
376,424500,3,2,1460,7700,1,3,0,1979,2014,15917 NE 109th Way,Redmond
377,230000,3,1,1390,16000,1,4,0,1960,2001,322 9th Ave N,Algona
378,930000,3,3,2640,4080,2,3,800,1912,2000,4714 Thackeray Pl NE,Seattle
379,349000,3,2,1590,9620,1,3,0,1988,2000,4924 SE 2nd Pl,Renton
380,835000,4,2,1910,6960,1,5,0,1941,0,744 N 83rd St,Seattle
381,988500,3,3,2015,16807,2,3,0,2007,0,2973-3563 SW 172nd St,Burien
382,500000,3,2,1410,1197,3,3,0,2012,1912,4010 Linden Ave N,Seattle
383,499000,2,2,1110,957,2,3,180,2005,0,1417 4th Ave W,Seattle
384,321950,2,1,860,1277,2,3,0,2007,0,2113 15th Ave S,Seattle
385,494000,3,3,2310,4729,2,3,0,2011,0,7630 Todd Pl,Kenmore
386,441750,2,2,1020,1060,3,3,0,2008,0,743 N 71st St,Seattle
387,438000,2,1,980,1179,2,3,0,2010,0,2050 14th Ave W,Seattle
388,985000,4,2,4230,37769,2,3,0,1989,0,19505 NE 143rd St,Woodinville
389,352000,3,2,1640,11050,1,4,0,1972,0,14513-14521 164th Pl SE,Renton
390,839900,4,4,3810,13592,1,3,1250,2013,1923,2411 Meadow Ave N,Renton
391,765000,4,3,2790,10819,2,3,0,1996,0,19490 SE 57th Pl,Issaquah
392,460000,4,2,1750,5500,1,5,700,1926,0,7021 24th Ave NW,Seattle
393,224500,4,1,1430,8355,1,4,0,1983,0,31714 125th Pl SE,Auburn
394,254000,3,3,1850,4597,2,3,0,2003,0,15407 SE 252nd Pl,Covington
395,255000,2,1,960,28717,1,4,0,1984,0,29805-29821 129th Pl SW,Vashon
396,610000,3,3,2480,45302,1,4,860,1976,1992,19707 NE 181st St,Woodinville
397,920000,4,3,3750,11025,2,3,0,1976,0,3005 211th Ave NE,Sammamish
398,402500,4,3,2600,11951,2,3,0,1988,2000,33134 3rd Ct SW,Federal Way
399,280950,3,2,1390,8700,1,4,550,1912,1989,629-899 Cedar Ave S,Renton
400,604000,4,3,2260,7753,2,3,0,1989,0,3809 260th Ave SE,Issaquah
401,565000,4,2,2470,7447,2,3,0,1984,0,4205 NE 169th Ct,Lake Forest Park
402,255000,2,1,810,7980,1,1,0,1928,0,12727 2nd Ave SW,Seattle
403,445000,4,2,1650,6000,1,5,650,1959,0,2211 20th Ave S,Seattle
404,2400000,3,2,3000,11665,1,3,0,2001,0,East Lake Sammamish Trail,Sammamish
405,195000,2,1,720,18000,1,3,0,1950,2005,10614 57th Ave S,Seattle
406,275000,3,2,1390,48257,1,3,0,1922,2013,4609-4699 Preston-Fall City Rd SE,Fall City
407,387000,3,2,1445,1606,2,3,145,2003,0,206-458 Lingering Pine Dr NW,Issaquah
408,490000,2,1,1840,3300,1,4,710,1910,0,6255 4th Ave NW,Seattle
409,505000,3,3,2100,5824,2,3,0,1999,0,7418 Dogwood Ln SE,Snoqualmie
410,303500,3,2,1060,10464,1,4,0,1973,0,14320 84th Ave NE,Kirkland
411,270000,3,2,1500,6337,1,5,0,1953,0,13532 15th Pl NE,Seattle
412,323000,4,3,1970,7213,1,3,800,1977,2004,17814 161st Ave SE,Renton
413,382000,3,3,1410,1253,3,3,0,2005,0,9507 Ashworth Ave N,Seattle
414,1370000,4,3,3720,9450,1,5,1760,1962,0,13615 Somerset Ln SE,Bellevue
415,280000,4,2,2190,14439,1,4,1010,1977,0,3331 S 368th Pl,Auburn
416,260000,3,2,1920,8075,1,4,410,1969,0,32704 33rd Ave SW,Federal Way
417,201500,3,1,1160,8320,1,4,0,1959,0,24345 35th Pl S,Kent
418,1157200,4,4,5860,52889,2,4,950,1996,0,13905 184th Ave NE,Woodinville
419,536500,4,2,2000,4000,1,5,550,1926,0,4127 Fauntleroy Way SW,Seattle
420,248000,4,3,2163,5883,2,3,0,2006,0,429 Milwaukee Blvd S,Algona
421,532000,5,3,3480,57499,1,4,1140,1976,1992,23801 SE 162nd St,Issaquah
422,580000,4,3,2840,6268,2,3,0,1998,2006,15217 80th Ave NE,Kenmore
423,463000,2,1,1150,4400,1,4,0,1905,0,401 31st Ave E,Seattle
424,742500,4,3,3100,3773,2,3,1100,1919,1996,1614 32nd Ave,Seattle
425,260000,3,3,1420,14850,1,4,400,1963,0,3319 S 262nd St,Kent
426,590000,4,2,2430,32496,1,3,0,1993,0,18616 215th Way NE,Woodinville
427,312000,4,2,1930,7452,1,3,500,1984,0,21423 114th Pl SE,Kent
428,566000,3,2,1660,10140,1,4,290,1980,0,9828 159th Pl NE,Redmond
429,511555,3,2,1400,7293,1,4,0,1963,0,2655 166th Ave SE,Bellevue
430,583000,4,3,2660,4000,2,3,0,2001,0,9921 227th Way NE,Redmond
431,290000,4,3,2000,13300,1,4,800,1968,0,3026 S Star Lake Rd,Auburn
432,311100,4,2,2130,8078,1,4,750,1977,0,3502 Morris Ave S,Renton
433,325000,3,2,1352,1694,3,3,0,2007,0,1211 NE 135th St,Seattle
434,491300,3,2,1750,11340,1,4,450,1987,0,400-498 211th Pl NE,Sammamish
435,315000,5,2,2320,8100,1,4,1160,1956,0,439 SW 156th St,Burien
436,360000,2,1,1420,81892,1,3,240,1956,2001,18730-18798 109 Ln SE,Renton
437,330000,4,3,1940,3784,2,3,0,2003,0,16828 166th Pl SE,Renton
438,481450,3,2,1410,4800,1,3,0,1940,1996,7701 16th Ave NW,Seattle
439,234950,3,1,1360,9948,1,3,0,1977,2004,21612 SE 290th Ct,Black Diamond
440,251000,3,2,1220,7250,1,3,0,1962,2003,445 Meadow Dr SE,North Bend
441,782000,4,3,2830,20345,2,3,850,1979,2014,11110 NE 38th Pl,Bellevue
442,833000,4,3,3780,10308,2,3,0,1999,0,26621 SE 22nd Way,Sammamish
443,542500,4,3,2330,14289,2,4,0,1978,2000,2084-2104 144th Ave SE,Bellevue
444,851000,3,3,3560,107290,2,3,0,1987,2000,21630-21648 NE 67th St,Redmond
445,325000,4,2,1470,70800,1,3,0,1976,0,29606 SE 286 St,Ravensdale
446,415000,4,2,3060,48787,2,3,0,1992,0,31701-31799 SE 291st St,Ravensdale
447,252500,3,1,1030,6127,1,3,150,1947,2012,819 NE 125th St,Seattle
448,465000,4,3,1930,9653,1,4,0,1968,0,29612 2nd Ave SW,Federal Way
449,336900,3,2,1780,120661,1,4,0,1979,0,33030 NE 201st St,Duvall
450,225000,3,3,2000,9202,2,4,0,1992,0,21227 SE 278th Way,Maple Valley
451,270000,3,2,1690,9583,1,4,0,1969,0,108-150 Union Ave SE,Renton
452,1702500,5,5,5190,23716,2,3,1800,1987,2000,8608 N Mercer Way,Mercer Island
453,536000,3,2,1300,5413,1,3,0,1925,1992,9610 8th Ave NE,Seattle
454,585000,4,3,2400,29252,2,4,0,1982,2011,15610 NE 159th St,Woodinville
455,445000,2,2,1150,6634,1,3,290,1940,1996,1721 NE 98th St,Seattle
456,320000,4,2,2310,7490,2,3,0,1980,0,11131 SE 183rd Pl,Renton
457,769900,4,4,2730,3047,2,3,330,2006,0,2653 46th Ave SW,Seattle
458,557000,4,3,2840,4500,2,3,0,2012,1912,19226 76th Pl NE,Kenmore
459,212000,2,2,1020,1525,2,3,0,2004,2003,10312 Linden Ave N,Seattle
460,376000,3,2,1340,1384,3,3,0,2008,0,9245-9249 Fremont Ave N,Seattle
461,800000,4,3,3540,159430,2,3,0,2007,0,33001 NE 24th St,Carnation
462,2238888,5,7,7270,130017,2,3,850,2010,0,7070 270th Pl SE,Issaquah
463,324000,3,2,998,904,2,3,200,2007,0,820 NW 95th St,Seattle
464,549900,5,3,3060,7015,1,5,1460,1979,0,10834 31st Ave SW,Seattle
465,320000,3,3,2130,6969,2,3,0,2003,0,Cedar to Green River Trail,Maple Valley
466,875000,4,2,2520,6000,1,3,1120,1921,2007,6521 Fremont Ave N,Seattle
467,265000,4,1,1940,9533,1,3,860,1962,2003,9908 S 210th Pl,Kent
468,394950,3,3,1350,1250,3,3,80,2006,0,5940 California Ave SW,Seattle
469,842500,4,3,2160,5298,2,4,0,1902,0,906 17th Ave,Seattle
470,368000,3,3,1370,1350,2,3,360,2007,0,5411 Fauntleroy Way SW,Seattle
471,1225000,4,5,5420,101930,1,3,1530,2001,0,25005 NE Patterson Way,Redmond
472,885000,4,3,2830,5000,2,3,0,1995,0,3503 NE 43rd St,Seattle
473,453246,3,3,2010,2287,2,3,620,2014,0,2500 Mulberry Walk NE,Issaquah
474,927000,4,3,3300,12090,2,3,0,1953,0,9155 NE 21st Pl,Clyde Hill
475,490000,2,3,1230,1391,2,3,360,2004,2003,106 24th Ave E,Seattle
476,341000,3,2,1720,7119,1,4,0,1952,0,17050 14th Avenue Northeast,Shoreline
477,235000,1,1,810,2451,1,5,0,1941,0,9413 34th Ave SW,Seattle
478,1200000,3,2,1560,8078,1,4,0,1928,0,3603 W Mercer Way,Mercer Island
479,560000,3,2,2560,216777,1,3,0,1986,0,19211 SE 342nd St,Auburn
480,900000,4,3,4700,38412,2,3,1280,1978,0,3709 131st Ave NE,Bellevue
481,255000,2,1,1220,2500,1,3,450,1910,2006,3017 SW Hinds St,Seattle
482,1575000,5,3,3650,20150,1,4,1290,1975,0,1216 86th Ave NE,Bellevue
483,876650,3,3,2170,12508,1,5,520,1928,1970,4436-4446 W Mercer Way,Mercer Island
484,540000,4,2,2540,228254,1,3,1090,1990,2009,31907 NE 139th St,Duvall
485,350000,2,1,910,4500,1,4,0,1906,1990,4430 Letitia Ave S,Seattle
486,750000,4,3,2980,4930,2,3,90,2000,0,16512 SE 64th Pl,Bellevue
487,582000,4,2,2120,4650,1,3,930,1951,1994,9214 Cyrus Ave NW,Seattle
488,1315000,4,4,3460,3997,2,3,900,2004,2003,2346 N 59th St,Seattle
489,372500,5,3,2480,10090,1,3,1180,2004,2003,5537 S 119th St,Seattle
490,410000,3,2,2200,16921,2,3,0,1987,2000,21709 SE 255th Pl,Maple Valley
491,360000,4,2,1730,5500,1,5,720,1943,0,7953 14th Ave SW,Seattle
492,1015000,3,3,2920,34527,1,4,1120,1954,1983,5220 SW Pritchard St,Seattle
493,225000,3,1,990,8012,1,4,0,1966,0,16411 120th Ave SE,Renton
494,647000,4,3,3040,6887,2,3,0,1999,0,215 243rd Ave SE,Sammamish
495,950000,5,3,4530,258746,1,4,1330,2003,0,20325 NE 198th St,Woodinville
496,185000,3,2,1370,8470,1,4,0,1961,2001,2420 Dogwood St SE,Auburn
497,335000,3,3,1940,4927,2,3,0,2004,2003,17217 Woodside Dr SE,Renton
498,210000,3,3,1040,2643,2,3,320,2004,2003,5145 S Roxbury St,Seattle
499,522000,4,2,1800,8623,1,4,440,1980,0,11725 NE 102nd Pl,Kirkland
500,770000,3,2,1720,5000,1,3,0,1954,2014,1614 33rd Ave,Seattle
501,499950,3,1,980,6380,1,3,220,1941,1994,1733 NE 88th St,Seattle
502,751000,4,3,3110,6142,2,3,0,2004,2003,11461-11577 172nd Ave NE,Redmond
503,330000,5,3,2100,7715,1,3,850,2013,1923,1047-1099 S 130th St,Burien
504,465000,3,2,2020,11358,1,4,830,1956,0,11618 NE 65th St,Kirkland
505,850000,4,2,2350,11914,1,4,0,1961,2001,8223 SE 71st St,Mercer Island
506,947500,4,2,3290,12329,1,4,0,1968,0,9202 SE 46th St,Mercer Island
507,302000,5,2,2180,7813,2,3,0,1986,0,26405 218th Ave SE,Maple Valley
508,500000,2,2,1290,1334,3,3,0,2007,0,5900 20th Ave NW,Seattle
509,201000,3,1,1460,9750,1,4,0,1969,0,30928 148th Ave SE,Kent
510,265000,2,1,1290,2828,2,3,0,2008,0,23549 NE 111th St,Redmond
511,870300,4,3,2350,3150,1,4,660,1910,0,4410 Burke Ave N,Seattle
512,339000,3,1,1080,8100,1,4,0,1955,2009,20248 20th Ave NE,Shoreline
513,690000,4,3,2670,13463,2,4,0,1989,0,24127 SE 45th Pl,Issaquah
514,788000,4,3,3680,5759,2,3,840,2003,0,570 Wilderness Peak Dr NW,Issaquah
515,315275,3,2,1440,8040,1,3,480,1951,1994,11521 22nd Ave NE,Seattle
516,505000,4,2,1940,4800,1,5,910,1922,1956,414 14th Ave,Seattle
517,368000,3,1,1280,9898,1,3,0,1968,1997,13222 NE 193rd Pl,Woodinville
518,947500,3,3,2980,27144,1,5,800,1917,0,Indian Trail,Burien
519,156000,3,1,970,8580,1,3,0,1959,1989,29621 18th Ave S,Federal Way
520,610000,4,3,2110,5000,1,4,470,1930,0,9319 45th Ave SW,Seattle
521,420000,2,3,1480,1369,3,3,0,2009,0,8107 165th Ave NE,Redmond
522,192000,2,1,700,10540,1,3,0,1953,0,124 SW 185th St,Normandy Park
523,910000,3,2,2700,6120,1,4,1350,1962,0,124 NE 61st St,Seattle
524,1300000,4,3,2330,9687,2,3,0,1918,0,731 McGilvra Blvd E,Seattle
525,1346400,5,2,3380,20021,1,4,1690,1963,0,9640 NE 32nd St,Clyde Hill
526,840000,4,3,2600,2750,1,3,980,1936,0,2455 Queen Anne Ave N,Seattle
527,300000,2,2,1360,8100,1,3,500,1975,0,13730 2nd Ave NW,Seattle
528,505000,4,3,2780,6369,1,3,1190,1978,0,9311 NE 142nd St,Kirkland
529,110000,3,1,1250,53143,1,5,0,1945,0,19693-19799 SE Maple Valley Hwy,Maple Valley
530,746000,3,3,2620,8950,2,3,0,1992,0,16580 SE 57th Pl,Bellevue
531,211000,3,2,1350,7620,1,5,0,1941,0,16251 12th Ave SW,Burien
532,675000,4,3,2400,3340,1,4,1200,1964,0,618 NW 49th St,Seattle
533,734200,4,3,2760,5000,1,5,1080,1928,1970,950 NW 60th St,Seattle
534,1225000,4,2,3070,16028,1,3,1200,1976,0,8434 W Mercer Way,Mercer Island
535,615000,2,2,2040,28593,1,4,0,1919,1990,23014 Vashon Hwy SW,Vashon
536,630000,4,2,1770,6000,2,5,0,1911,1981,3219 34th Ave W,Seattle
537,1264000,4,4,3490,9170,2,3,0,2012,1912,10442 SE 13th St,Bellevue
538,301500,2,2,830,1333,2,3,0,2005,0,5650 Fauntleroy Way SW,Seattle
539,369000,2,3,980,895,2,3,310,2009,0,1716 California Ave SW,Seattle
540,635000,3,3,1570,1433,3,3,0,2010,0,7815 Stroud Ave N,Seattle
541,1033888,4,3,3270,5187,2,3,160,2014,0,10774 155th Pl NE,Redmond
542,383000,4,3,2160,6223,2,3,0,2010,0,22442-22446 Southeast 281st Court,Maple Valley
543,1050000,4,4,3280,11000,2,3,960,2008,0,1313 4th St,Kirkland
544,455000,4,3,3360,7685,2,3,0,2001,0,18416 172nd Ct SE,Renton
545,819900,5,3,3150,7119,2,3,0,2013,1923,8082-8160 142nd Ave NE,Redmond
546,625000,3,4,1810,1846,2,4,370,2009,0,512-598 21st Ave,Seattle
547,651000,4,3,2740,7140,2,3,0,1993,0,2476 239th Pl NE,Sammamish
548,480000,5,5,3830,35000,1,3,1700,1976,0,18125 194th Ave NE,Woodinville
549,757000,3,3,3190,5283,2,3,0,2007,0,2065 NE Nelson Ln,Issaquah
550,460000,3,2,2350,10450,1,3,960,1977,2004,15801 63rd Ave NE,Kenmore
551,267345,4,2,2510,8165,1,4,900,1972,0,2831 SW 327th St,Federal Way
552,530000,2,2,1680,4950,1,3,0,2006,0,23726 NE 134th Pl,Redmond
553,449500,3,2,1770,6610,1,4,810,1954,1979,19293 Stone Ave N,Shoreline
554,289000,3,1,1090,7315,1,5,0,1981,0,4018 NE 6th Ct,Renton
555,373000,5,3,3001,5710,2,3,0,2006,0,25523 123rd Pl SE,Kent
556,525000,5,3,2450,4591,2,3,0,1994,0,7349 24th Ave NW,Seattle
557,777000,3,3,3610,59677,2,3,1170,2003,0,18913 SE 63rd Pl,Issaquah
558,550000,4,2,2250,7500,1,5,1050,1956,0,2448 137th Ave SE,Bellevue
559,523000,3,2,1240,7735,1,4,0,1957,2001,1020 163rd Ave SE,Bellevue
560,628000,4,2,2260,6000,1,3,830,1958,2004,8028 27th Ave NE,Seattle
561,581000,4,2,2090,8164,1,4,1020,1963,0,7408 138th Pl NE,Redmond
562,245000,5,2,2020,7902,1,3,800,1962,2003,10412 Aqua Way S,Seattle
563,415000,3,2,1960,5000,1,5,980,1911,1984,4958 12th Ave S,Seattle
564,1895000,5,2,3120,16672,2,4,0,1969,0,9045 NE 40th Pl,Yarrow Point
565,225000,3,2,1250,7500,1,3,0,1967,2011,1405 E Maple St,Kent
566,287000,3,2,1490,9600,1,4,320,1987,0,27020 NE Ring St,Duvall
567,799200,6,3,2890,2370,2,3,600,1906,2014,420 Boylston Ave E,Seattle
568,239950,3,1,1900,33888,1,4,0,1942,1982,36400-36452 51st Ave S,Auburn
569,591000,3,2,1680,2400,1,5,810,1922,1956,1600-1608 25th Ave,Seattle
570,700000,3,3,2030,8398,2,4,0,1975,0,18307 NE 19th Pl,Bellevue
571,475000,4,3,3740,8700,1,3,1480,2004,2003,16700 SE 161st St,Renton
572,575000,3,2,1580,11750,1,4,400,1951,1999,5461 S Othello St,Seattle
573,771000,3,2,1780,6120,1,4,390,1927,0,171 Lake Washington Blvd,Seattle
574,155000,2,1,910,6232,1,3,0,1943,2002,4812 S Chicago St,Seattle
575,550000,7,4,3440,8100,2,3,0,1970,2014,718 N 95th St,Seattle
576,645000,3,3,1740,13750,2,4,0,1975,0,1673 Rosemont Blvd,Bellevue
577,464000,5,3,3400,8970,1,4,1700,1959,0,14700 Burke Ave N,Shoreline
578,1050000,4,3,4400,16625,2,3,0,2003,0,27747 SE 24th Way,Sammamish
579,350000,3,3,2010,14298,2,3,0,1977,2004,10711 SW 111th Pl,Vashon
580,591000,4,2,2710,38180,2,4,0,1977,0,19615 182nd Ave NE,Woodinville
581,2555000,4,3,5300,26211,2,2,730,1923,0,4437 55th Ave NE,Seattle
582,717000,3,2,1310,3880,1,3,220,1956,2001,7325 Earl Ave NW,Seattle
583,225000,4,2,1950,12559,1,3,0,1939,1969,4030-4198 S 186th St,SeaTac
584,225000,3,1,1040,6535,1,3,0,1947,2012,12446 21st Ave S,Seattle
585,345000,3,2,1090,7200,1,3,0,1968,1997,12033 NE 136th Pl,Kirkland
586,230000,2,1,650,5360,1,4,0,1931,0,13540 Burke Ave N,Seattle
587,385000,3,2,1480,6600,1,3,740,1943,2002,4115 SW 106th St,Seattle
588,90000,2,1,790,2640,1,3,0,1973,2013,14710 122nd Pl NE,Kirkland
589,860000,4,3,3560,11119,1,3,1270,1986,0,3883 112th Ave NE,Bellevue
590,675000,4,3,3000,5548,2,3,0,2006,0,11409 SE 71st Pl,Newcastle
591,975000,4,3,3490,7494,2,3,0,2000,0,4902 159th Pl SE,Bellevue
592,780000,3,2,2340,10495,1,4,0,1967,0,8421 SE 72nd Pl,Mercer Island
593,370000,3,2,1650,8254,1,5,590,1951,0,18015 25th Ave NE,Shoreline
594,665000,3,2,1940,5820,1,5,790,1944,0,324 NW 48th St,Seattle
595,675000,5,3,3410,9600,1,4,1540,1968,0,2830 177th Ave NE,Redmond
596,620000,3,1,1710,4050,1,3,0,1909,2004,6101-6149 Corliss Ave N,Seattle
597,1105000,4,2,2740,4000,2,5,810,1905,0,1707-1713 3rd Ave N,Seattle
598,450000,3,3,1250,892,2,3,210,2010,0,2301 California Ave SW,Seattle
599,450000,3,2,2450,42180,1,4,0,1978,2000,17081-17183 SE Wax Rd,Covington
600,530000,3,2,1690,8190,1,4,0,1958,1972,2711 126th Ave SE,Bellevue
601,635000,4,2,1950,13320,1,4,580,1969,0,15018 NE 10th Pl,Bellevue
602,580000,5,2,2290,7125,1,3,1100,1964,2000,16541 NE 27th Pl,Bellevue
603,1550000,5,3,3370,17458,1,5,1370,1982,0,8126-8196 Forest Ave SE,Mercer Island
604,285000,3,1,1090,8640,1,4,0,1973,0,16014 16th Ave SW,Burien
605,375000,3,1,1190,9486,1,4,0,1953,1983,217 SW 191st St,Normandy Park
606,1400000,5,4,3530,7924,2,3,0,2001,0,2278 72nd Ave SE,Mercer Island
607,560000,3,1,1440,5000,2,3,0,1910,2006,6206 Phinney Ave N,Seattle
608,405000,4,2,2180,13529,1,3,1090,1956,2001,16722 32nd Pl NE,Lake Forest Park
609,413000,4,1,1410,6000,1,3,600,1925,2002,4118 32nd Ave SW,Seattle
610,287600,3,3,1950,8251,2,3,0,1990,2009,4222 S 288th Pl,Auburn
611,1680000,5,3,4860,23723,2,4,1040,1989,0,9250 SE 36th Pl,Mercer Island
612,225000,3,1,1660,7210,1,3,560,1963,2008,29140 42nd Ave S,Auburn
613,319000,3,1,1390,12823,1,4,0,1968,0,15846 196th Pl NE,Woodinville
614,322500,3,2,1350,14200,1,3,0,1989,0,14405 274th Ct NE,Duvall
615,570000,3,2,1530,5401,1,4,0,1937,0,7741 22nd Ave NE,Seattle
616,465000,3,2,1270,5112,1,3,0,1950,2005,3616 NE 65th St,Seattle
617,435000,4,2,2140,6355,2,3,0,2002,0,7125 Silent Creek Ave SE,Snoqualmie
618,502000,4,3,2040,5616,2,3,0,2012,1912,7617 NE 201st Pl,Kenmore
619,525000,3,4,2876,5086,2,3,516,2007,0,12467 NE 171st Pl,Woodinville
620,525000,3,3,1580,1161,2,3,570,2008,0,213 26th Ave E,Seattle
621,660000,4,4,3400,5196,2,3,0,2012,1912,9314 Ash Ave SE,Snoqualmie
622,870000,4,3,3520,6773,2,3,870,2006,0,7921 45th Ave SW,Seattle
623,650000,4,3,2210,4861,2,3,0,2013,1923,615 NW 92nd St,Seattle
624,505000,4,3,2790,5602,2,3,0,2009,0,5138 NE 8th St,Renton
625,330000,3,3,1450,5008,1,3,610,2007,0,6544 18th Ave SW,Seattle
626,385000,4,2,1620,4980,1,4,760,1947,1988,10037 Interlake Ave N,Seattle
627,306000,3,2,1220,1086,3,3,0,2007,0,353 N 105th St,Seattle
628,546000,3,2,2000,5000,1,4,890,1921,0,7730 33rd Ave NW,Seattle
629,925000,4,3,2190,7350,2,5,0,1958,0,3446 77th Ave SE,Mercer Island
630,542000,4,2,1900,8250,1,4,950,1955,2009,3810 145th Ave SE,Bellevue
631,800000,3,1,1700,4400,1,4,0,1906,1990,1109 32nd Ave,Seattle
632,620000,5,3,2540,3832,2,5,780,1929,0,7558 32nd Ave NW,Seattle
633,175000,2,1,1170,8925,1,3,0,1911,1979,921 S 223rd St,Des Moines
634,740000,5,5,5774,31675,1,3,1284,1984,0,28511 10th Ave S,Federal Way
635,345000,3,2,2120,15003,2,3,0,1984,0,14319 165th Pl SE,Renton
636,510000,3,2,2170,26460,1,3,720,1986,0,721 222nd Pl NE,Sammamish
637,530000,4,3,2450,15002,1,5,0,1974,0,404 SW 197th St,Normandy Park
638,155000,2,1,700,5200,1,5,0,1952,1998,475-547 Monroe Ave NE,Renton
639,266000,3,3,1780,7214,1,4,380,1986,0,26205 119th Dr SE,Kent
640,257200,3,2,1850,8250,1,4,700,1952,0,200 Pike St SE,Auburn
641,265000,3,2,1570,5706,1,3,0,1998,2006,11549 SE 319th Pl,Auburn
642,372220,3,1,1290,5500,1,3,310,1951,1994,4607 SW Cloverdale St,Seattle
643,337500,5,2,1700,7314,1,3,700,1956,2001,6000-6048 22nd Ave S,Seattle
